"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_Cientifico","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","Physalaemus evangelistai","Physalaemus evangelistai","Bokermann, 1967","Rã-do-Evangelista","Anfíbios","05/2018","Menos Preocupante","","","Physalaemus evangelistai é endêmica do Brasil, com registros de ocorrência na porção sul da Serra do Espinhaço, no estado de Minas Gerais, em altitudes acima de 800 metros. A espécie é habita áreas alagadas e é de difícil encontro. Embora sua extensão de ocorrência calculada seja de 2.148 km2 e existam alterações antrópicas em algumas localidades, principalmente em decorrência de incêndios, atividades turística e agrária, não há evidência de que essas ameaças possam colocá-la em risco de extinção em curto prazo. Além disso, ocorre em unidade de conservação de proteção integral. Por essas razões, Physalaemus evangelistai foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Doce Sub-bacia São Francisco Alto","APA do Morro da Pedreira, PARNA da Serra do Cipó","ÁREA DE PROTEÇÃO AMBIENTAL DO ITACURU, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema surda","","Canedo, Pimenta, Leite & Caramaschi, 2010","","Anfíbios","09/2018","Menos Preocupante","","","Ischnocnema surda é endêmica do Brasil e conhecida para o estado de Minas Gerais. Embora sua extensão de ocorrência calculada seja de 11.093 km2, a espécie ocorre em três unidades de conservação de proteção integral, sendo encontrada também em ambientes alterados. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Ischnocnema surda foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Paraíba do Sul","","ESTAÇÃO ECOLÓGICA DO TRIPUÍ, PARQUE ESTADUAL DO RIO DOCE, PARQUE ESTADUAL SERRA DO BRIGADEIRO","","","Desconhecida","3 - Produção energética e mineração|3.2 - Mineração 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella dapsilis","Rhinella dapsilis","(Myers & Carvalho, 1945)","Bom Jardim Toad","Anfíbios","05/2018","Menos Preocupante","","","Rhinella dapsilis ocorre na América do Sul, no bioma amazônico, sendo conhecida para o Brasil, Colômbia, Equador e Peru. No Brasil, possui apenas dois registros no estado do Amazonas, um no município de Benjamin Constant (localidade-tipo) e outro na região do rio Jutaí (onde é comum). A espécie é encontrada em florestas de terra firme e é possível que tenha distribuição mais ampla no país. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Rhinella dapsilis foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas","|Norte|","Amazônia","Sub-bacia Solimões Sub-bacia Trombetas","ARIE Projeto Dinâmica Biológica de Fragmentos Florestais","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella magnussoni","Rhinella magnussoni","Lima, Menin & Araújo, 2007","","Anfíbios","05/2018","Menos Preocupante","","","Rhinella magnussoni é endêmica do Brasil, do bioma Amazônia, e possui poucos registros de ocorrência na região da Floresta Nacional do Tapajós. município de Beltterra, estado Pará. A espécie é comum e abundante, podendo ser encontrada na serapilheira de florestas de terra-firme. Não há evidência de ameaças que possam colocar a espécie a risco de extinção em curto prazo. Por essas razões, Rhinella magnussoni foi avaliada como Menos Preocupante (LC).","Sim","Não","Pará","|Norte|","Amazônia","Sub-bacia Paru","FLONA do Tapajós","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax rostratus","Scinax rostratus","(Peters, 1863)","","Anfíbios","05/2018","Menos Preocupante","","","Scinax rostratus é amplamente distribuída nas Américas Central (Panamá) e do Sul (Brasil, Colômbia, Venezuela, Guiana e Suriname). No Brasil, é conhecida depoucos registros em uma extensa área no estado do Pará. Pode ser encontrada em terra firme, várzea e borda de floresta, e não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Scinax rostratus foi avaliada como Menos Preocupante (LC).","Não","Não","Pará","|Norte|","Amazônia","Sub-bacia Foz Amazonas Sub-bacia Trombetas Sub-bacia Xingu","","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Centrolenidae","Vitreorana","Vitreorana baliomma","","Pontes, Caramaschi & Pombal, 2014","","Anfíbios","09/2018","Menos Preocupante","","","Vitreorana baliomma é endêmica do Brasil, com distribuição conhecida para os estados de Alagoas, Sergipe, Bahia e Minas Gerais, ocorrendo tanto em riachos no interior de floresta quanto em ambientes alterados. Sua extensão de ocorrência calculada é de 59.448km2, embora nessa área em alguns locais haja perda de vegetação nativa, não há evidência de ameaças que possam colocar a espécie em risco de extinção. Além disso, tem ocorrência confirmada em unidades de conservação, inclusive de proteção integral. Por essas razões, Vitreorana baliomma foi avaliada como Menos Preocupante (LC).","Sim","Não","Alagoas, Bahia, Minas Gerais, Sergipe","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Jequitinhonha Sub-bacia Litoral AL PE PB Sub-bacia Litoral BA ES Sub-bacia Litoral SE","ESEC de Murici, PARNA da Serra de Itabaiana, PARNA Serra das Lontras","ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ","","","Desconhecida","","","","","CITES - Anexo II","",""
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Synapturanus","Synapturanus salseri","Synapturanus salseri","Pyburn, 1975","Timbo Disc Frog","Anfíbios","05/2018","Menos Preocupante","","","Synapturanus salseri ocorre na América do Sul, no bioma amazônico, sendo conhecida para o Brasil, Guiana, Venezuela e Colômbia. No Brasil possui poucos registros de ocorrência no estado do Amazonas, próximos entre si, nos município de Manaus, Rio Preto da Eva e Presidente Figueiredo. É uma espécie fossorial e de serrapilheira, de difícil encontro. Não há evidências de ameaças que possam levar a espécie a risco de extinção e é possível que sua distribuição seja maior. Por essas razões, Synapturanus salseri foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Negro Sub-bacia Trombetas","ARIE Projeto Dinâmica Biológica de Fragmentos Florestais","ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA","RPPN Adão e Eva","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Eleutherodactylidae","Adelophryne","Adelophryne meridionalis","Adelophryne meridionalis","Santana, Fonseca, Neves & Carvalho, 2012","Rãzinha-pulga","Anfíbios","09/2017","Menos Preocupante","","","Adelophryne meridionalis é endêmica do Brasil, do bioma Mata Atlântica, com registros na zona da mata do estado de Minas Gerais. Embora sua extensão de ocorrência seja de 4.334 km2 e ocorra em região antropizada, a espécie tem sido registrada nos últimos anos, não há perda de hábitat recente, ela ocorre em unidades de conservação e não são conhecidas ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Adelophryne meridionalis foi avaliada como Menos Preocupante (LC).","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Paraíba do Sul","","","","","Desconhecida","","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Gymnophiona","Typhlonectidae","Chthonerpeton","Chthonerpeton noctinectes","Chthonerpeton noctinectes","Silva, Britto-Pereira & Caramaschi, 2003","Cecília-d'água-baiana","Anfíbios","09/2018","Menos Preocupante","","","Chthonerpeton noctinectes é endêmica do Brasil, do bioma Mata Atlântica, conhecida de três localidades no estado da Bahia. Embora sua extensão de ocorrência calculada seja de apenas 1.469 km2, a espécie é localmente abundante. Em sua extensão de ocorrência existem ameaças potenciais, pois a região é alvo de empreendimentos turísticos, entretanto, essas ameaças não devem colocar a espécie em risco de extinção em curto prazo. Por essas razões, Chthonerpeton noctinectes foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia","|Nordeste|","Mata Atlântica","Sub-bacia Itapecuru-Paraguaçu","","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS","","","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água","","Plano de Ação Nacional (PAN), Proteção de recursos/habitat, Proteção territorial","Plano de Ação Nacional para a Conservação da Herpetofauna Ameaçada da Mata Atlântica Nordestina","","",""
"Animalia","Chordata","Amphibia","Anura","Cycloramphidae","Cycloramphus","Cycloramphus bolitoglossus","Cycloramphus bolitoglossus","(Werner, 1897)","Blumenau Button Frog, Sapinho-de-riacho","Anfíbios","09/2018","Menos Preocupante","","","Cycloramphus bolitoglossus é endêmica do Brasil, com registros de ocorrência na Mata Atlântica da Serra do Mar dos estados do Paraná e Santa Catarina. Trata-se de espécie com reprodução explosiva, terrícola que vive geralmente enterrada no folhiço denso de florestas em bom estado de conservação. Embora tenha distribuição relativamente restrita, com extensão de ocorrência de 11.178 km2, e haja alterações ambientais ao longo de sua distribuição, a espécie tem sido registrada em anos recentes em novas localidades, incluindo unidades de conservação de proteção integral, como o Parque Nacional da Serra do Itajaí. Não existem evidências de ameaças que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Cycloramphus bolitoglossus foi avaliada como Menos Preocupante (LC).","Sim","Não","Paraná, Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Iguaçu Sub-bacia Litoral SP PR SC","PARNA da Serra do Itajaí","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO MORRO DO IRIRIú, RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS","RPPN Ano Bom, RPPN Caetezal, RPPN Chácara Edith, RPPN Parque Ecológico ARTEX","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Cycloramphidae","Cycloramphus","Cycloramphus catarinensis","Cycloramphus catarinensis","Heyer, 1983","Rã-da-cachoeira","Anfíbios","09/2018","Dados Insuficientes","","","Cycloramphus catarinensis é endêmica do Brasil, conhecida somente da localidade-tipo, em Queçaba, município de Águas Mornas, estado de Santa Catarina. A espécie foi descrita em 1983 a partir de indivíduos coletados em 1905. Houve amostragens na região em anos recentes, mas ainda é preciso maior esforço direcionado à espécie. A região onde foi registrada vem sofrendo conversão de áreas naturais em áreas urbanizadas. Os dados sobre distribuição, história natural e impacto das ameaças são insuficientes para uma avaliação adequada do risco de extinção da espécie. Portanto, Cycloramphus catarinensis foi avaliada como Dados Insuficientes (DD).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana","","","","","",""
"Animalia","Chordata","Amphibia","Gymnophiona","Siphonopidae","Siphonops","Siphonops paulensis","Siphonops paulensis","Boettger, 1892","Cecília","Anfíbios","05/2018","Menos Preocupante","","","Siphonops paulensis ocorre na Argentina, Bolívia, Brasil e Paraguai. No Brasil, possui ampla distribuição, com registros de ocorrência em todas as regiões e todos os biomas. Trata-se de uma espécie fossorial, encontrada em solos úmidos de florestas e ambientes abertos, podendo ocorrer em áreas antropizadas. Não há evidências de ameaçadas que possam colocá-la em risco de extinção. Por essas razões, Siphonops paulensis foi avaliada como Menos Preocupante (LC).","Não","Não","Alagoas, Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Rio Grande do Norte, Rio Grande do Sul, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","Sub-bacia Araguaia Sub-bacia Doce Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Itapecuru Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jaguaribe Sub-bacia Jequitinhonha Sub-bacia Litoral AL PE PB Sub-bacia Litoral CE PB Sub-bacia Litoral CE PI Sub-bacia Litoral SP Sub-bacia Paraguai 01 Sub-bacia Paraguai 02 Sub-bacia Paraguai 03 Sub-bacia Paraíba Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia Piranhas Sub-bacia São Francisco Alto Sub-bacia São Francisco Baixo Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Trombetas Sub-bacia Uruguai Alto Sub-bacia Uruguai Médio","APA Bacia do Rio Paraíba do Sul, APA Chapada do Araripe, APA Planalto Central, ESEC Serra Geral do Tocantins, PARNA da Serra da Bodoquena","APA DO LAGO PARANOÁ, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, Área de Proteção Ambiental Jalapão, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, FLORESTA ESTADUAL DO TROMBETAS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DO TURVO","RPPN Fazenda Estância Dorochê","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylodidae","Hylodes","Hylodes sazimai","Hylodes sazimai","Haddad & Pombal, 1995","Rã-de-corredeira, Rãzinha-do-sazima","Anfíbios","09/2017","Em Perigo","","B1ab(iii)","Hylodes sazimai é endêmica do Brasil, conhecida de poucos fragmentos florestais de Mata Atlântica semidecidual nos estados de São Paulo e Minas Gerais. Sua extensão de ocorrência foi estimada em 2.250 km2. A espécie é praticamente restrita a riachos e altamente sensível a supressão de matas ciliares. Os remanescentes de floresta semidecidual na região onde a espécie ocorre estão severamente fragmentados em decorrência de ações antrópicas, como mineração, urbanização, poluição, agricultura e pecuária, atividades que provocam declínio contínuo da qualidade do habitat da espécie. Dada a baixa capacidade de dispersão da espécie e sua especificidade de hábitat, é possível supor que sua população esteja severamente fragmentada. Sendo assim, Hylodes sazimai foi avaliada como Em Perigo (EN) pelo critério B1ab(iii).","Sim","Sim","Minas Gerais, São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Grande Sub-bacia Tietê","","PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.2 - Extração de seixo/pedra 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 9 - Poluição|9.3 - Agropecuária e florestal|9.3.2 - Erosão do solo/sedimentação","","Controle e fiscalização, Manejo de locais/áreas, Plano de Ação Nacional (PAN)","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
